id	observed	expected
G902613845	p__	p__Proteobacteria
G003966155	p__	p__Proteobacteria
G003601535	p__	p__Stenosarchaea_group
G000278235	p__	p__Proteobacteria
G900129345	p__	p__Proteobacteria
G000742835	p__	p__Proteobacteria
G003105245	p__	p__Proteobacteria
G011053145	p__	p__PVC_group
G002701845	p__	p__Proteobacteria
G002149925	p__	p__Proteobacteria
G001464935	p__	p__Proteobacteria
G003048575	p__	p__Proteobacteria
G012395815	p__	p__Proteobacteria
G003688555	p__	p__Proteobacteria
G002717185	p__	p__Proteobacteria
G002685255	p__	p__Proteobacteria
G002591705	p__	p__PVC_group
G009993005	p__	p__Proteobacteria
G009646335	p__	p__Proteobacteria
G900141735	p__	p__Proteobacteria
G902580665	p__	p__Proteobacteria
G001534745	p__	p__Proteobacteria
G900187355	p__	p__Proteobacteria
G902573985	p__	p__Proteobacteria
G002010305	p__	p__Euryarchaeota
G902600895	p__	p__Proteobacteria
G012270385	p__	p__PVC_group
G005234135	p__	p__Proteobacteria
G002496355	p__	p__Euryarchaeota
G008064665	p__	p__Proteobacteria
G008728855	p__	p__Proteobacteria
G002402245	p__	p__Proteobacteria
G900102465	p__	p__Proteobacteria
G902563885	p__	p__SAR86_cluster
G902614355	p__	p__Proteobacteria
G002691185	p__	p__SAR116_cluster
G900103255	p__	p__Proteobacteria
G003209955	p__	p__OCS116_cluster
G001463885	p__	p__Proteobacteria
G007692535	p__	p__Proteobacteria
G002684605	p__	p__Proteobacteria
G002702575	p__	p__PVC_group
G007126655	p__	p__PVC_group
G008727795	p__	p__Proteobacteria
G000829315	p__	p__Proteobacteria
G003224195	p__	p__Acidobacteria
G902635665	p__	p__Proteobacteria
G003213595	p__	p__SAR86_cluster
G002420015	p__	p__Proteobacteria
G011390535	p__	p__Proteobacteria
G900489925	p__	p__Proteobacteria
G002699325	p__	p__Proteobacteria
G900451195	p__	p__Proteobacteria
G000753865	p__	p__Proteobacteria
G003268875	p__	p__Proteobacteria
G000585415	p__	p__Proteobacteria
G902570785	p__	p__Proteobacteria
G002836255	p__	p__Proteobacteria
G900546145	p__	p__Proteobacteria
G008501635	p__	p__Proteobacteria
G009711185	p__	p__Proteobacteria
G000282535	p__	p__Proteobacteria
G001856665	p__	p__Proteobacteria
G000474215	p__	p__Proteobacteria
G002332255	p__	p__Proteobacteria
G002277815	p__	p__Proteobacteria
G011523765	p__	p__Proteobacteria
G003610015	p__	p__Proteobacteria
G008843145	p__	p__Proteobacteria
G000419525	p__	p__Proteobacteria
G012927045	p__	p__Proteobacteria
G011372345	p__	p__FCB_group
G001420915	p__	p__Proteobacteria
G902573585	p__	p__Proteobacteria
G012959695	p__	p__Proteobacteria
G902635685	p__	p__Proteobacteria
G009938225	p__	p__Proteobacteria
G002928495	p__	p__Proteobacteria
G000472445	p__	p__Proteobacteria
G001045555	p__	p__Proteobacteria
G009773355	p__	p__PVC_group
G003282435	p__	p__SAR116_cluster
G003567805	p__	p__PVC_group
G001642795	p__	p__Proteobacteria
G002862325	p__	p__PVC_group
G012939995	p__	p__Proteobacteria
G011389835	p__	p__Proteobacteria
G001696455	p__	p__Proteobacteria
G012521935	p__	p__Proteobacteria
G000013625	p__	p__Proteobacteria
G001297775	p__	p__Proteobacteria
G002479765	p__	p__Proteobacteria
G001890385	p__	p__Proteobacteria
G006442685	p__	p__Proteobacteria
G900111775	p__	p__Proteobacteria
G004801935	p__	p__Proteobacteria
G001887355	p__	p__Proteobacteria
G011525665	p__	p__PVC_group
G900108295	p__	p__Proteobacteria
G902628925	p__	p__SAR86_cluster
G902551895	p__	p__Proteobacteria
G001899085	p__	p__Proteobacteria
G000348745	p__	p__Proteobacteria
G902614395	p__	p__Proteobacteria
G012641405	p__	p__Proteobacteria
G003647825	p__	p__FCB_group
G001871515	p__	p__Proteobacteria
G902591665	p__	p__SAR86_cluster
G002937525	p__	p__Proteobacteria
G003565815	p__	p__PVC_group
G900444945	p__	p__Proteobacteria
G902569735	p__	p__Proteobacteria
G003485905	p__	p__Proteobacteria
G004360155	p__	p__Proteobacteria
G002933395	p__	p__Proteobacteria
G002979535	p__	p__Proteobacteria
G003532715	p__	p__PVC_group
G002163065	p__	p__Proteobacteria
G009208775	p__	p__Proteobacteria
G004519335	p__	p__Proteobacteria
G009496005	p__	p__Proteobacteria
G009363795	p__	p__Proteobacteria
G012269655	p__	p__Proteobacteria
G001598455	p__	p__Proteobacteria
G008808095	p__	p__Proteobacteria
G001482385	p__	p__Proteobacteria
G003031585	p__	p__Proteobacteria
G000740785	p__	p__Proteobacteria
G002421985	p__	p__Proteobacteria
G004363955	p__	p__Proteobacteria
G000222605	p__	p__Proteobacteria
G002993365	p__	p__Proteobacteria
G002395105	p__	p__Proteobacteria
G001768075	p__	p__Proteobacteria
G902524215	p__	p__SAR116_cluster
G900313035	p__	p__Proteobacteria
G013003075	p__	p__Proteobacteria
G902536305	p__	p__Proteobacteria
G902558225	p__	p__Proteobacteria
G000162575	p__	p__Proteobacteria
G001307195	p__	p__Proteobacteria
G011045835	p__	p__Proteobacteria
G001922345	p__	p__Proteobacteria
G004801305	p__	p__Proteobacteria
G003626915	p__	p__Proteobacteria
G004297465	p__	p__Proteobacteria
G003288805	p__	p__Proteobacteria
G000711715	p__	p__Proteobacteria
G004000435	p__	p__Proteobacteria
G004153385	p__	p__Proteobacteria
G002358345	p__	p__Proteobacteria
G900102485	p__	p__Proteobacteria
G002742885	p__	p__FCB_group
G000935025	p__	p__Proteobacteria
G009720755	p__	p__Proteobacteria
G002733735	p__	p__Proteobacteria
G000235565	p__	p__Stenosarchaea_group
G002078355	p__	p__Diaforarchaea_group
G003165235	p__	p__Proteobacteria
G000375545	p__	p__Proteobacteria
G009921465	p__	p__Proteobacteria
G001269815	p__	p__Proteobacteria
G902588585	p__	p__Proteobacteria
G002022445	p__	p__Proteobacteria
G002750855	p__	p__Proteobacteria
G902551985	p__	p__Proteobacteria
G902602595	p__	p__SAR86_cluster
G000185965	p__	p__Proteobacteria
G007135355	p__	p__Proteobacteria
G002401735	p__	p__Proteobacteria
G009826895	p__	p__Proteobacteria
G902622985	p__	p__Proteobacteria
G004352845	p__	p__Proteobacteria
G900176645	p__	p__Proteobacteria
G900099695	p__	p__Proteobacteria
G000735525	p__	p__Proteobacteria
G004103825	p__	p__Proteobacteria
G012926505	p__	p__Proteobacteria
G001922575	p__	p__Proteobacteria
G004353985	p__	p__Proteobacteria
G012959905	p__	p__Proteobacteria
G900109455	p__	p__Proteobacteria
G001803395	p__	p__Proteobacteria
G001571345	p__	p__Proteobacteria
G001598815	p__	p__Proteobacteria
G003008555	p__	p__Proteobacteria
G000820845	p__	p__Acidobacteria
G005881355	p__	p__Proteobacteria
G001580045	p__	p__PVC_group
G009755665	p__	p__Proteobacteria
G003590645	p__	p__Proteobacteria
G902567235	p__	p__Proteobacteria
G005406205	p__	p__Proteobacteria
G012913485	p__	p__PVC_group
G002197685	p__	p__Proteobacteria
G000327485	p__	p__Stenosarchaea_group
G902549785	p__	p__Proteobacteria
G005879405	p__	p__Proteobacteria
G002725445	p__	p__Proteobacteria
G902595885	p__	p__Proteobacteria
G002403385	p__	p__Proteobacteria
G001636015	p__	p__Proteobacteria
G002761755	p__	p__Proteobacteria
G012032285	p__	p__Proteobacteria
G012026885	p__	p__Proteobacteria
G000506985	p__	p__Proteobacteria
G009937505	p__	p__Proteobacteria
G003153055	p__	p__Proteobacteria
G902559305	p__	p__Proteobacteria
G003076515	p__	p__Proteobacteria
G007136525	p__	p__Proteobacteria
G007130845	p__	p__PVC_group
G002842935	p__	p__Proteobacteria
G002708925	p__	p__Proteobacteria
G001798605	p__	p__Proteobacteria
G900547395	p__	p__PVC_group
G902571525	p__	p__Proteobacteria
G003978135	p__	p__Thermodesulfobacteria
G012962055	p__	p__Euryarchaeota
G002722955	p__	p__PVC_group
G011752995	p__	p__Proteobacteria
G003788585	p__	p__Proteobacteria
G009725675	p__	p__Proteobacteria
G900198625	p__	p__Proteobacteria
G001545035	p__	p__Proteobacteria
G003644215	p__	p__PVC_group
G004796465	p__	p__Proteobacteria
G002197845	p__	p__PVC_group
G002155685	p__	p__Proteobacteria
G002396665	p__	p__Proteobacteria
G009363655	p__	p__Proteobacteria
G003584125	p__	p__Proteobacteria
G001277255	p__	p__Proteobacteria
G900100255	p__	p__Proteobacteria
G004363295	p__	p__Proteobacteria
G900104255	p__	p__Proteobacteria
G002170285	p__	p__Proteobacteria
G012276755	p__	p__Proteobacteria
G000425785	p__	p__Proteobacteria
G001663175	p__	p__Proteobacteria
G003544835	p__	p__Proteobacteria
G001601825	p__	p__Proteobacteria
G007018965	p__	p__Proteobacteria
G001945395	p__	p__Proteobacteria
G000969965	p__	p__Stenosarchaea_group
G002211765	p__	p__Proteobacteria
G009885415	p__	p__FCB_group
G902791475	p__	p__FCB_group
G002387605	p__	p__Proteobacteria
G001278035	p__	p__Proteobacteria
G002289565	p__	p__PVC_group
G002305615	p__	p__PVC_group
G000313935	p__	p__Proteobacteria
G000426105	p__	p__Proteobacteria
G004115155	p__	p__Acidobacteria
G000278215	p__	p__Proteobacteria
G001293685	p__	p__Proteobacteria
G002167715	p__	p__Proteobacteria
G003150275	p__	p__Proteobacteria
G005799545	p__	p__PVC_group
G008933155	p__	p__Proteobacteria
G006228385	p__	p__Proteobacteria
G002698845	p__	p__Proteobacteria
G001914785	p__	p__Acidobacteria
G002501765	p__	p__Stenosarchaea_group
G009691045	p__	p__Proteobacteria
G003282145	p__	p__SAR116_cluster
G003555285	p__	p__Proteobacteria
G002214365	p__	p__Euryarchaeota
G009773475	p__	p__Proteobacteria
G902623175	p__	p__Proteobacteria
G003663695	p__	p__Euryarchaeota
G002085155	p__	p__Proteobacteria
G012031345	p__	p__Proteobacteria
G000376425	p__	p__Proteobacteria
G003129465	p__	p__Proteobacteria
G000758305	p__	p__Proteobacteria
G900207575	p__	p__Proteobacteria
G008830365	p__	p__Proteobacteria
G002213425	p__	p__Proteobacteria
G000281975	p__	p__Proteobacteria
G900313105	p__	p__Proteobacteria
G900113065	p__	p__Proteobacteria
G002839605	p__	p__Stenosarchaea_group
G010912705	p__	p__Proteobacteria
G002712885	p__	p__Acidobacteria
G001464385	p__	p__Proteobacteria
G007129655	p__	p__Diaforarchaea_group
G900102875	p__	p__Proteobacteria
G012961845	p__	p__Thermodesulfobacteria
G003751505	p__	p__Proteobacteria
G003339525	p__	p__Proteobacteria
G007830205	p__	p__Proteobacteria
G001635455	p__	p__Proteobacteria
G001427305	p__	p__Proteobacteria
G002356555	p__	p__Proteobacteria
G902796745	p__	p__Proteobacteria
G000188155	p__	p__Proteobacteria
G004799435	p__	p__Proteobacteria
G000153765	p__	p__Proteobacteria
G900156895	p__	p__Proteobacteria
G005887615	p__	p__Proteobacteria
G013031405	p__	p__Proteobacteria
G003136475	p__	p__Proteobacteria
G900156545	p__	p__Proteobacteria
G002469545	p__	p__Proteobacteria
G900321255	p__	p__PVC_group
G000195755	p__	p__Proteobacteria
G004028505	p__	p__Proteobacteria
G000740675	p__	p__Proteobacteria
G002239065	p__	p__Proteobacteria
G002091715	p__	p__Proteobacteria
G902632545	p__	p__Proteobacteria
G011525695	p__	p__PVC_group
G000751355	p__	p__Proteobacteria
G902636075	p__	p__Proteobacteria
G902809855	p__	p__Proteobacteria
G000012885	p__	p__Proteobacteria
G902602515	p__	p__Proteobacteria
G002280515	p__	p__Proteobacteria
G002747185	p__	p__Proteobacteria
G902576335	p__	p__Proteobacteria
G001729805	p__	p__Proteobacteria
G000271305	p__	p__Proteobacteria
G902571955	p__	p__Proteobacteria
G902516345	p__	p__Proteobacteria
G002000025	p__	p__Proteobacteria
G901827155	p__	p__Proteobacteria
G002007565	p__	p__Proteobacteria
G902509905	p__	p__Proteobacteria
G011334735	p__	p__Stenosarchaea_group
G001182045	p__	p__Proteobacteria
G902516825	p__	p__SAR116_cluster
G002067275	p__	p__Stenosarchaea_group
G902610995	p__	p__SAR86_cluster
G000513715	p__	p__Proteobacteria
G009676705	p__	p__Proteobacteria
G011620145	p__	p__Proteobacteria
G002083595	p__	p__Proteobacteria
G002338345	p__	p__PVC_group
G003046545	p__	p__Proteobacteria
G000015505	p__	p__Proteobacteria
G006345815	p__	p__Proteobacteria
G900290335	p__	p__Proteobacteria
G007121385	p__	p__Proteobacteria
G001801285	p__	p__Proteobacteria
G902596165	p__	p__SAR86_cluster
G000745325	p__	p__Proteobacteria
G004292755	p__	p__Proteobacteria
G000027225	p__	p__Proteobacteria
G002335115	p__	p__Proteobacteria
G001467615	p__	p__Proteobacteria
G013041585	p__	p__PVC_group
G002015035	p__	p__Proteobacteria
G007692665	p__	p__FCB_group
G900299365	p__	p__PVC_group
G004114615	p__	p__Proteobacteria
G009923795	p__	p__Proteobacteria
G902514665	p__	p__Proteobacteria
G002733885	p__	p__Proteobacteria
G000010345	p__	p__Proteobacteria
G902516465	p__	p__Proteobacteria
G000423325	p__	p__Proteobacteria
G002254405	p__	p__DPANN_group
G004022265	p__	p__Proteobacteria
G900537085	p__	p__Proteobacteria
G902514295	p__	p__SAR86_cluster
G003290085	p__	p__Proteobacteria
G003664585	p__	p__Proteobacteria
G002027545	p__	p__Proteobacteria
G902826695	p__	p__Proteobacteria
G003385845	p__	p__Proteobacteria
G011806385	p__	p__Proteobacteria
G001644035	p__	p__Proteobacteria
G004104355	p__	p__Proteobacteria
G005798965	p__	p__PVC_group
G003339615	p__	p__PVC_group
G001703635	p__	p__Proteobacteria
G900103875	p__	p__Proteobacteria
G900068845	p__	p__Proteobacteria
G902728235	p__	p__PVC_group
G008065155	p__	p__Proteobacteria
G002937675	p__	p__Proteobacteria
G013329575	p__	p__Stenosarchaea_group
G001424685	p__	p__Proteobacteria
G003416985	p__	p__Proteobacteria
G902519445	p__	p__Proteobacteria
G011373705	p__	p__Proteobacteria
G009469675	p__	p__Proteobacteria
G009380215	p__	p__Proteobacteria
G000015565	p__	p__Proteobacteria
G001312805	p__	p__Proteobacteria
G003131925	p__	p__Proteobacteria
G002700385	p__	p__Proteobacteria
G000169455	p__	p__Proteobacteria
G002156455	p__	p__Proteobacteria
G004000275	p__	p__Proteobacteria
G001805965	p__	p__PVC_group
G012518715	p__	p__Proteobacteria
G002171765	p__	p__PVC_group
G004299445	p__	p__Proteobacteria
G003963075	p__	p__Proteobacteria
G000518645	p__	p__Proteobacteria
G000219565	p__	p__Proteobacteria
G012513915	p__	p__FCB_group
G003647375	p__	p__Proteobacteria
G902567495	p__	p__Proteobacteria
G902572155	p__	p__Proteobacteria
G000597705	p__	p__Proteobacteria
G900475325	p__	p__Proteobacteria
G002109495	p__	p__Proteobacteria
G001770575	p__	p__Proteobacteria
G007750395	p__	p__PVC_group
G006385675	p__	p__Proteobacteria
G002327885	p__	p__Proteobacteria
G007131285	p__	p__Proteobacteria
G902593405	p__	p__Proteobacteria
G000020205	p__	p__Proteobacteria
G002779455	p__	p__Proteobacteria
G003457605	p__	p__Proteobacteria
G001598255	p__	p__Proteobacteria
G900104485	p__	p__Proteobacteria
G002707605	p__	p__Proteobacteria
G009600315	p__	p__Proteobacteria
G003390845	p__	p__Proteobacteria
G009601685	p__	p__Proteobacteria
G007127625	p__	p__Proteobacteria
G002714015	p__	p__Proteobacteria
G006438785	p__	p__Proteobacteria
G000964245	p__	p__Proteobacteria
G008189285	p__	p__Proteobacteria
G003634045	p__	p__Proteobacteria
G002692325	p__	p__Proteobacteria
G902553845	p__	p__Proteobacteria
G002729295	p__	p__PVC_group
G000987075	p__	p__Proteobacteria
G011526015	p__	p__Proteobacteria
G000263735	p__	p__Euryarchaeota
G003141195	p__	p__Proteobacteria
G902497995	p__	p__Proteobacteria
G003933235	p__	p__Proteobacteria
G002138415	p__	p__Proteobacteria
G900111645	p__	p__Stenosarchaea_group
G900299035	p__	p__Proteobacteria
G002731275	p__	p__Proteobacteria
G002084385	p__	p__Proteobacteria
G009671065	p__	p__Proteobacteria
G002902905	p__	p__Proteobacteria
G902614375	p__	p__Proteobacteria
G011388215	p__	p__Proteobacteria
G902576045	p__	p__Proteobacteria
G002913745	p__	p__Proteobacteria
G012798365	p__	p__Stenosarchaea_group
G009765365	p__	p__Proteobacteria
G002723385	p__	p__Proteobacteria
G002929135	p__	p__Proteobacteria
G001897675	p__	p__Proteobacteria
G902568465	p__	p__Proteobacteria
G002844275	p__	p__Proteobacteria
G000757825	p__	p__Proteobacteria
G011777495	p__	p__Proteobacteria
G000378965	p__	p__Proteobacteria
G900113605	p__	p__Proteobacteria
G002633015	p__	p__Proteobacteria
G002500565	p__	p__Proteobacteria
G003731635	p__	p__Proteobacteria
G012932665	p__	p__Proteobacteria
G003987345	p__	p__Proteobacteria
G902524535	p__	p__Proteobacteria
G009755685	p__	p__Proteobacteria
G002746365	p__	p__Proteobacteria
G002328035	p__	p__Proteobacteria
G009691685	p__	p__PVC_group
G002007645	p__	p__PVC_group
G004208535	p__	p__Proteobacteria
G003061005	p__	p__Proteobacteria
G009846525	p__	p__Proteobacteria
G008017255	p__	p__Proteobacteria
G900177275	p__	p__Proteobacteria
G902859585	p__	p__Proteobacteria
G002218045	p__	p__Proteobacteria
G000430485	p__	p__Euryarchaeota
G000756375	p__	p__Proteobacteria
G004962925	p__	p__Proteobacteria
G002093745	p__	p__Proteobacteria
G002157205	p__	p__Proteobacteria
G001598855	p__	p__Proteobacteria
G007134405	p__	p__Proteobacteria
G003007685	p__	p__Proteobacteria
G000178975	p__	p__Acidobacteria
G900317105	p__	p__Proteobacteria
G000512235	p__	p__Proteobacteria
G902635795	p__	p__Proteobacteria
G001550155	p__	p__Proteobacteria
G000814665	p__	p__Proteobacteria
G004339725	p__	p__Acidobacteria
G003010965	p__	p__Proteobacteria
G900099775	p__	p__Proteobacteria
G013042605	p__	p__Proteobacteria
G900231165	p__	p__Proteobacteria
G002429315	p__	p__Proteobacteria
G012520735	p__	p__PVC_group
G002027555	p__	p__Proteobacteria
G002294985	p__	p__Proteobacteria
G900107585	p__	p__Proteobacteria
G900543125	p__	p__Proteobacteria
G002094795	p__	p__Proteobacteria
G002701295	p__	p__Proteobacteria
G002018875	p__	p__Proteobacteria
G002797755	p__	p__Proteobacteria
G002731735	p__	p__FCB_group
G900101825	p__	p__Proteobacteria
G004297635	p__	p__Proteobacteria
G000331245	p__	p__Proteobacteria
G009720245	p__	p__Proteobacteria
G002309765	p__	p__PVC_group
G005787525	p__	p__Proteobacteria
G003951285	p__	p__Proteobacteria
G009694095	p__	p__Proteobacteria
G007859835	p__	p__PVC_group
G902141855	p__	p__Proteobacteria
G000012425	p__	p__Proteobacteria
G900112625	p__	p__Proteobacteria
G003732275	p__	p__Proteobacteria
G003647275	p__	p__Proteobacteria
G008757455	p__	p__Proteobacteria
G902540235	p__	p__Proteobacteria
G003223295	p__	p__Acidobacteria
G002376845	p__	p__Proteobacteria
G002391525	p__	p__Proteobacteria
G002308495	p__	p__Proteobacteria
G009811315	p__	p__Proteobacteria
G007855645	p__	p__Proteobacteria
G003660395	p__	p__Proteobacteria
G003224235	p__	p__Acidobacteria
G000220565	p__	p__Proteobacteria
G003210075	p__	p__Proteobacteria
G000513215	p__	p__Proteobacteria
G003645745	p__	p__PVC_group
G007119795	p__	p__PVC_group
G003259175	p__	p__Proteobacteria
G002708005	p__	p__PVC_group
G002735645	p__	p__Proteobacteria
G009924535	p__	p__PVC_group
G005153485	p__	p__Proteobacteria
G900638555	p__	p__Proteobacteria
G012960245	p__	p__candidate_division_UBP10
G002786205	p__	p__Proteobacteria
G902533955	p__	p__Proteobacteria
G001442515	p__	p__Proteobacteria
G012728315	p__	p__Proteobacteria
G007128895	p__	p__Proteobacteria
G007995215	p__	p__Proteobacteria
G000015765	p__	p__Stenosarchaea_group
G902518155	p__	p__Proteobacteria
G002256185	p__	p__Proteobacteria
G902460625	p__	p__Proteobacteria
G009909005	p__	p__Proteobacteria
G002173415	p__	p__Proteobacteria
G002482865	p__	p__Proteobacteria
G002142215	p__	p__Proteobacteria
G001269365	p__	p__Proteobacteria
G002072955	p__	p__Proteobacteria
G009827595	p__	p__Proteobacteria
G003153355	p__	p__Candidatus_Peregrinibacteria
G004683885	p__	p__Proteobacteria
G011391495	p__	p__Proteobacteria
G000510725	p__	p__Proteobacteria
G001815675	p__	p__Proteobacteria
G010450875	p__	p__Proteobacteria
G002686055	p__	p__Proteobacteria
G003671275	p__	p__PVC_group
G004346035	p__	p__Proteobacteria
G009884975	p__	p__Proteobacteria
G002168115	p__	p__Proteobacteria
G001899075	p__	p__Proteobacteria
G005503335	p__	p__Proteobacteria
G000019145	p__	p__Proteobacteria
G000006945	p__	p__Proteobacteria
G002482965	p__	p__PVC_group
G003255745	p__	p__Proteobacteria
G002469865	p__	p__Proteobacteria
G004339675	p__	p__Proteobacteria
G900554675	p__	p__Proteobacteria
G004136375	p__	p__Proteobacteria
G004299705	p__	p__Proteobacteria
G012927445	p__	p__Proteobacteria
G002315455	p__	p__PVC_group
G002304505	p__	p__Proteobacteria
G900099835	p__	p__Proteobacteria
G002777915	p__	p__Proteobacteria
G002339675	p__	p__Proteobacteria
G008119715	p__	p__Proteobacteria
G003697045	p__	p__PVC_group
G004341625	p__	p__Proteobacteria
G004331955	p__	p__Proteobacteria
G000282275	p__	p__Proteobacteria
G000702385	p__	p__Proteobacteria
G902600855	p__	p__Proteobacteria
G009692365	p__	p__Proteobacteria
G003280495	p__	p__Proteobacteria
G004114535	p__	p__Proteobacteria
G000495505	p__	p__Proteobacteria
G902825865	p__	p__Proteobacteria
G900105115	p__	p__Proteobacteria
G006969625	p__	p__Proteobacteria
G003524565	p__	p__Proteobacteria
G012729605	p__	p__Proteobacteria
G902632275	p__	p__Proteobacteria
G900996235	p__	p__Proteobacteria
G009738185	p__	p__Proteobacteria
G003482455	p__	p__Proteobacteria
G003140075	p__	p__Acidobacteria
G007134865	p__	p__Proteobacteria
G902531515	p__	p__Proteobacteria
G000588875	p__	p__Proteobacteria
G900454475	p__	p__Proteobacteria
G002127415	p__	p__Calditrichaeota
G004959855	p__	p__Proteobacteria
G003219095	p__	p__PVC_group
G003997935	p__	p__Proteobacteria
G900696655	p__	p__PVC_group
G003368325	p__	p__Proteobacteria
G001628715	p__	p__Proteobacteria
G004212085	p__	p__Euryarchaeota
G009909065	p__	p__Proteobacteria
G002347025	p__	p__Acidobacteria
G902783675	p__	p__Proteobacteria
G002008165	p__	p__Proteobacteria
G900659855	p__	p__Proteobacteria
G002169935	p__	p__Proteobacteria
G001799045	p__	p__Proteobacteria
G007859325	p__	p__Proteobacteria
G900465685	p__	p__Proteobacteria
G002780715	p__	p__Proteobacteria
G902617715	p__	p__Proteobacteria
G002251735	p__	p__Proteobacteria
G009926035	p__	p__Proteobacteria
G902826465	p__	p__Acidobacteria
G002469975	p__	p__Proteobacteria
G002840785	p__	p__Proteobacteria
G009937185	p__	p__PVC_group
G004802635	p__	p__Proteobacteria
G001687105	p__	p__Proteobacteria
G003569205	p__	p__PVC_group
G003194435	p__	p__Stenosarchaea_group
G900100665	p__	p__Proteobacteria
G005239635	p__	p__Proteobacteria
G001613545	p__	p__PVC_group
G003250975	p__	p__Proteobacteria
G002307375	p__	p__Proteobacteria
G003170275	p__	p__Proteobacteria
G900544345	p__	p__Proteobacteria
G001592285	p__	p__Proteobacteria
G902569785	p__	p__Proteobacteria
G000970265	p__	p__Stenosarchaea_group
G004123835	p__	p__Proteobacteria
G000434295	p__	p__Proteobacteria
G007120095	p__	p__Proteobacteria
G011039085	p__	p__Proteobacteria
G005799265	p__	p__PVC_group
G902526175	p__	p__Proteobacteria
G001805845	p__	p__PVC_group
G902609915	p__	p__Proteobacteria
G003154335	p__	p__Stenosarchaea_group
G003752585	p__	p__Proteobacteria
G001661915	p__	p__Proteobacteria
G900553145	p__	p__Proteobacteria
G005155025	p__	p__Proteobacteria
G000381565	p__	p__Proteobacteria
G001874365	p__	p__Proteobacteria
G902530885	p__	p__Proteobacteria
G002256935	p__	p__Proteobacteria
G002869005	p__	p__Proteobacteria
G008015095	p__	p__Proteobacteria
G900155695	p__	p__Proteobacteria
G002724635	p__	p__Proteobacteria
G902799285	p__	p__Proteobacteria
G001767835	p__	p__Proteobacteria
G007121995	p__	p__Proteobacteria
G000769715	p__	p__Proteobacteria
G002069365	p__	p__candidate_division_TA06
G011390245	p__	p__Proteobacteria
G012270975	p__	p__FCB_group
G012727515	p__	p__Proteobacteria
G000171815	p__	p__Proteobacteria
G002237645	p__	p__Proteobacteria
G002498375	p__	p__Stenosarchaea_group
G003024385	p__	p__Proteobacteria
G003142185	p__	p__Acidobacteria
G006124995	p__	p__Proteobacteria
G902623075	p__	p__Proteobacteria
G902571005	p__	p__Proteobacteria
G011065895	p__	p__PVC_group
G009189165	p__	p__Proteobacteria
G002119765	p__	p__Proteobacteria
G902612345	p__	p__Proteobacteria
G002747455	p__	p__Proteobacteria
G005223185	p__	p__FCB_group
G003206135	p__	p__Proteobacteria
G902784345	p__	p__Proteobacteria
G000955805	p__	p__Proteobacteria
G000445125	p__	p__Proteobacteria
G004791585	p__	p__Proteobacteria
G001476815	p__	p__Proteobacteria
G902597055	p__	p__Proteobacteria
G005789975	p__	p__PVC_group
G000980895	p__	p__Proteobacteria
G901472495	p__	p__Proteobacteria
G011682175	p__	p__Proteobacteria
G009668225	p__	p__Proteobacteria
G900129395	p__	p__Proteobacteria
G000015445	p__	p__Proteobacteria
G004796385	p__	p__Proteobacteria
G902568875	p__	p__Proteobacteria
G002689385	p__	p__PVC_group
G003104905	p__	p__Stenosarchaea_group
G900115475	p__	p__Proteobacteria
G002288455	p__	p__PVC_group
G002424705	p__	p__Proteobacteria
G902547755	p__	p__Proteobacteria
G012275575	p__	p__Proteobacteria
G002336405	p__	p__Proteobacteria
G008795955	p__	p__Proteobacteria
G003634315	p__	p__Proteobacteria
G004293385	p__	p__PVC_group
G007125255	p__	p__PVC_group
G011174775	p__	p__Proteobacteria
G900321495	p__	p__PVC_group
G902632055	p__	p__OCS116_cluster
G011389575	p__	p__Proteobacteria
G000754225	p__	p__Proteobacteria
G004005855	p__	p__Proteobacteria
G004345245	p__	p__Proteobacteria
G902560505	p__	p__Proteobacteria
G001051995	p__	p__Proteobacteria
G001771975	p__	p__Proteobacteria
G000758325	p__	p__Proteobacteria
G012960155	p__	p__Proteobacteria
G000517405	p__	p__Proteobacteria
G007859735	p__	p__PVC_group
G000754095	p__	p__Proteobacteria
G003851125	p__	p__Proteobacteria
G002282565	p__	p__Proteobacteria
G003142855	p__	p__Proteobacteria
G001562055	p__	p__Proteobacteria
G900107605	p__	p__Proteobacteria
G002871095	p__	p__Proteobacteria
G001566965	p__	p__Proteobacteria
G001873745	p__	p__Proteobacteria
G002255925	p__	p__Proteobacteria
G900167015	p__	p__Proteobacteria
G007130045	p__	p__PVC_group
G006227085	p__	p__Proteobacteria
G002683135	p__	p__PVC_group
G902582315	p__	p__Proteobacteria
G001676705	p__	p__Proteobacteria
G000282895	p__	p__Proteobacteria
G902625825	p__	p__Proteobacteria
G004793635	p__	p__Proteobacteria
G000314735	p__	p__Proteobacteria
G003223515	p__	p__Acidobacteria
G008933015	p__	p__PVC_group
G002327105	p__	p__Proteobacteria
G005792225	p__	p__Proteobacteria
G005800325	p__	p__Proteobacteria
G902196125	p__	p__Proteobacteria
G900637855	p__	p__Proteobacteria
G002205165	p__	p__Proteobacteria
G001871535	p__	p__DPANN_group
G902167985	p__	p__Proteobacteria
G902622795	p__	p__Proteobacteria
G013043965	p__	p__Proteobacteria
G003671955	p__	p__Proteobacteria
G902526865	p__	p__Proteobacteria
G002256595	p__	p__Stenosarchaea_group
G005884405	p__	p__Proteobacteria
G902598735	p__	p__Proteobacteria
G007117005	p__	p__Proteobacteria
